DocID     RunID       Language Metatype GoldClusterID     SystemClusterID     Prec Recall     F1
IC001VAPK example-run ENG      Relation cluster-NILR20313 cluster-NILR20313 1.0000 1.0000 1.0000
IC001VAPK example-run ENG      Relation cluster-NILR20314 cluster-NILR20314 1.0000 1.0000 1.0000
IC001VAPK example-run ENG      Relation cluster-NILR20315 cluster-NILR20315 1.0000 1.0000 1.0000
IC001VAPK example-run ENG      Relation cluster-NILR20316 cluster-NILR20316 1.0000 1.0000 1.0000
IC001VAPK example-run ENG      Relation cluster-NILR20317 cluster-NILR20317 1.0000 1.0000 1.0000
IC001VAPK example-run ENG      Relation cluster-NILR20318 cluster-NILR20318 1.0000 1.0000 1.0000
IC001VAPK example-run ENG      Relation cluster-NILR20319 cluster-NILR20319 1.0000 1.0000 1.0000
IC001VAPK example-run ENG      Relation cluster-NILR20320 cluster-NILR20320 1.0000 1.0000 1.0000
IC001VAPK example-run ENG      Relation cluster-NILR20322 cluster-NILR20322 1.0000 1.0000 1.0000
IC001VCIQ example-run SPA      Event    cluster-NILV21300 cluster-NILV21300 1.0000 1.0000 1.0000
IC001VCIQ example-run SPA      Event    cluster-NILV21301 cluster-NILV21301 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Event    cluster-NILV21320 cluster-NILV21320 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Event    cluster-NILV21321 cluster-NILV21321 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Event    cluster-NILV21322 cluster-NILV21322 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Event    cluster-NILV21323 cluster-NILV21323 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Event    cluster-NILV21324 cluster-NILV21324 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Event    cluster-NILV21325 cluster-NILV21325 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Event    cluster-NILV21326 cluster-NILV21326 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Event    cluster-NILV21327 cluster-NILV21327 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Event    cluster-NILV21329 cluster-NILV21329 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Event    cluster-NILV21330 cluster-NILV21330 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Event    cluster-NILV21331 cluster-NILV21331 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Event    cluster-NILV21332 cluster-NILV21332 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Event    cluster-NILV21333 cluster-NILV21333 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Event    cluster-NILV21334 cluster-NILV21334 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Event    cluster-NILV21335 cluster-NILV21335 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21321 cluster-NILR21321 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21322 cluster-NILR21322 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21323 cluster-NILR21323 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21324 cluster-NILR21324 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21325 cluster-NILR21325 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21326 cluster-NILR21326 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21327 cluster-NILR21327 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21328 cluster-NILR21328 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21329 cluster-NILR21329 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21330 cluster-NILR21330 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21331 cluster-NILR21331 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21332 cluster-NILR21332 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21333 cluster-NILR21333 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21334 cluster-NILR21334 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21335 cluster-NILR21335 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21336 cluster-NILR21336 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21337 cluster-NILR21337 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21338 cluster-NILR21338 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21339 cluster-NILR21339 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21340 cluster-NILR21340 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21341 cluster-NILR21341 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21342 cluster-NILR21342 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21343 cluster-NILR21343 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21344 cluster-NILR21344 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21345 cluster-NILR21345 1.0000 1.0000 1.0000
IC001VFA7 example-run SPA      Relation cluster-NILR21346 cluster-NILR21346 1.0000 1.0000 1.0000
IC001VFH8 example-run SPA      Event    cluster-NILV21435 cluster-NILV21435 1.0000 1.0000 1.0000
IC001VFH8 example-run SPA      Event    cluster-NILV21436 cluster-NILV21436 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Event    cluster-NILV20387 cluster-NILV20387 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Event    cluster-NILV20388 cluster-NILV20388 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Event    cluster-NILV20389 cluster-NILV20389 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Event    cluster-NILV20390 cluster-NILV20390 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Event    cluster-NILV20391 cluster-NILV20391 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Event    cluster-NILV20392 cluster-NILV20392 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Event    cluster-NILV20393 cluster-NILV20393 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Event    cluster-NILV20394 cluster-NILV20394 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Event    cluster-NILV20395 cluster-NILV20395 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Event    cluster-NILV20396 cluster-NILV20396 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Event    cluster-NILV20397 cluster-NILV20397 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Event    cluster-NILV20398 cluster-NILV20398 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Event    cluster-NILV20399 cluster-NILV20399 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Event    cluster-NILV20400 cluster-NILV20400 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Event    cluster-NILV20401 cluster-NILV20401 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Event    cluster-NILV20402 cluster-NILV20402 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Event    cluster-NILV20403 cluster-NILV20403 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20375 cluster-NILR20375 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20376 cluster-NILR20376 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20377 cluster-NILR20377 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20378 cluster-NILR20378 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20379 cluster-NILR20379 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20380 cluster-NILR20380 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20381 cluster-NILR20381 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20382 cluster-NILR20382 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20383 cluster-NILR20383 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20384 cluster-NILR20384 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20385 cluster-NILR20385 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20386 cluster-NILR20386 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20387 cluster-NILR20387 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20388 cluster-NILR20388 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20389 cluster-NILR20389 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20390 cluster-NILR20390 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20391 cluster-NILR20391 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20392 cluster-NILR20392 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20393 cluster-NILR20393 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20394 cluster-NILR20394 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20395 cluster-NILR20395 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20396 cluster-NILR20396 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20397 cluster-NILR20397 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20398 cluster-NILR20398 1.0000 1.0000 1.0000
IC001VGO2 example-run ENG      Relation cluster-NILR20399 cluster-NILR20399 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Event    cluster-NILV22258 cluster-NILV22258 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Event    cluster-NILV22259 cluster-NILV22259 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Event    cluster-NILV22260 cluster-NILV22260 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Event    cluster-NILV22261 cluster-NILV22261 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Event    cluster-NILV22262 cluster-NILV22262 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Event    cluster-NILV22264 cluster-NILV22264 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Event    cluster-NILV22265 cluster-NILV22265 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Event    cluster-NILV22266 cluster-NILV22266 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Event    cluster-NILV22267 cluster-NILV22267 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Event    cluster-NILV22268 cluster-NILV22268 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Event    cluster-NILV22269 cluster-NILV22269 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Event    cluster-NILV22270 cluster-NILV22270 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Event    cluster-NILV22271 cluster-NILV22271 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Event    cluster-NILV22272 cluster-NILV22272 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Event    cluster-NILV22273 cluster-NILV22273 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Event    cluster-NILV22274 cluster-NILV22274 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Relation cluster-NILR22258 cluster-NILR22258 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Relation cluster-NILR22259 cluster-NILR22259 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Relation cluster-NILR22260 cluster-NILR22260 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Relation cluster-NILR22261 cluster-NILR22261 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Relation cluster-NILR22262 cluster-NILR22262 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Relation cluster-NILR22263 cluster-NILR22263 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Relation cluster-NILR22264 cluster-NILR22264 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Relation cluster-NILR22265 cluster-NILR22265 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Relation cluster-NILR22266 cluster-NILR22266 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Relation cluster-NILR22267 cluster-NILR22267 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Relation cluster-NILR22268 cluster-NILR22268 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Relation cluster-NILR22269 cluster-NILR22269 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Relation cluster-NILR22270 cluster-NILR22270 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Relation cluster-NILR22271 cluster-NILR22271 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Relation cluster-NILR22272 cluster-NILR22272 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Relation cluster-NILR22273 cluster-NILR22273 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Relation cluster-NILR22274 cluster-NILR22274 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Relation cluster-NILR22275 cluster-NILR22275 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Relation cluster-NILR22276 cluster-NILR22276 1.0000 1.0000 1.0000
IC001ZTKF example-run RUS      Relation cluster-NILR22278 cluster-NILR22278 1.0000 1.0000 1.0000
JC002YC3Z example-run RUS      Event    cluster-NILV22340 cluster-NILV22340 1.0000 1.0000 1.0000
JC002YC3Z example-run RUS      Event    cluster-NILV22341 cluster-NILV22341 1.0000 1.0000 1.0000
JC002YC3Z example-run RUS      Event    cluster-NILV22342 cluster-NILV22342 1.0000 1.0000 1.0000
JC002YC3Z example-run RUS      Event    cluster-NILV22343 cluster-NILV22343 1.0000 1.0000 1.0000
JC002YC3Z example-run RUS      Event    cluster-NILV22345 cluster-NILV22345 1.0000 1.0000 1.0000
JC002YC3Z example-run RUS      Event    cluster-NILV22346 cluster-NILV22346 1.0000 1.0000 1.0000
JC002YC3Z example-run RUS      Relation cluster-NILR22340 cluster-NILR22340 1.0000 1.0000 1.0000
JC002YC3Z example-run RUS      Relation cluster-NILR22341 cluster-NILR22341 1.0000 1.0000 1.0000
JC002YC3Z example-run RUS      Relation cluster-NILR22342 cluster-NILR22342 1.0000 1.0000 1.0000
JC002YC3Z example-run RUS      Relation cluster-NILR22343 cluster-NILR22343 1.0000 1.0000 1.0000
JC002YC3Z example-run RUS      Relation cluster-NILR22344 cluster-NILR22344 1.0000 1.0000 1.0000
JC002YC3Z example-run RUS      Relation cluster-NILR22345 cluster-NILR22345 1.0000 1.0000 1.0000
JC002YC48 example-run RUS      Event    cluster-NILV22385 cluster-NILV22385 1.0000 1.0000 1.0000
JC002YC48 example-run RUS      Event    cluster-NILV22386 cluster-NILV22386 1.0000 1.0000 1.0000
JC002YC48 example-run RUS      Event    cluster-NILV22388 cluster-NILV22388 1.0000 1.0000 1.0000
JC002YC48 example-run RUS      Relation cluster-NILR22385 cluster-NILR22385 1.0000 1.0000 1.0000
JC002YC48 example-run RUS      Relation cluster-NILR22386 cluster-NILR22386 1.0000 1.0000 1.0000
JC002YC48 example-run RUS      Relation cluster-NILR22387 cluster-NILR22387 1.0000 1.0000 1.0000
JC002YC48 example-run RUS      Relation cluster-NILR22388 cluster-NILR22388 1.0000 1.0000 1.0000
JC002YC48 example-run RUS      Relation cluster-NILR22389 cluster-NILR22389 1.0000 1.0000 1.0000
JC002YC48 example-run RUS      Relation cluster-NILR22390 cluster-NILR22390 1.0000 1.0000 1.0000
JC002YC48 example-run RUS      Relation cluster-NILR22391 cluster-NILR22391 1.0000 1.0000 1.0000
JC002YC4N example-run RUS      Event    cluster-NILV22415 cluster-NILV22415 1.0000 1.0000 1.0000
JC002YC4N example-run RUS      Event    cluster-NILV22416 cluster-NILV22416 1.0000 1.0000 1.0000
JC002YC4N example-run RUS      Event    cluster-NILV22417 cluster-NILV22417 1.0000 1.0000 1.0000
JC002YC4N example-run RUS      Event    cluster-NILV22418 cluster-NILV22418 1.0000 1.0000 1.0000
JC002YC4N example-run RUS      Event    cluster-NILV22420 cluster-NILV22420 1.0000 1.0000 1.0000
JC002YC4N example-run RUS      Event    cluster-NILV22421 cluster-NILV22421 1.0000 1.0000 1.0000
JC002YC4N example-run RUS      Event    cluster-NILV22422 cluster-NILV22422 1.0000 1.0000 1.0000
JC002YC4N example-run RUS      Relation cluster-NILR22415 cluster-NILR22415 1.0000 1.0000 1.0000
JC002YC4N example-run RUS      Relation cluster-NILR22416 cluster-NILR22416 1.0000 1.0000 1.0000
JC002YC4N example-run RUS      Relation cluster-NILR22417 cluster-NILR22417 1.0000 1.0000 1.0000
JC002YC4N example-run RUS      Relation cluster-NILR22418 cluster-NILR22418 1.0000 1.0000 1.0000
JC002YC4N example-run RUS      Relation cluster-NILR22419 cluster-NILR22419 1.0000 1.0000 1.0000
JC002YCXK example-run ENG      Event    cluster-NILV20494 cluster-NILV20494 1.0000 1.0000 1.0000
JC002YCXK example-run ENG      Event    cluster-NILV20495 cluster-NILV20495 1.0000 1.0000 1.0000
JC002YCXK example-run ENG      Event    cluster-NILV20496 cluster-NILV20496 1.0000 1.0000 1.0000
JC002YCXK example-run ENG      Event    cluster-NILV20497 cluster-NILV20497 1.0000 1.0000 1.0000
JC002YCXK example-run ENG      Event    cluster-NILV20499 cluster-NILV20499 1.0000 1.0000 1.0000
JC002YCXK example-run ENG      Event    cluster-NILV20500 cluster-NILV20500 1.0000 1.0000 1.0000
JC002YCXK example-run ENG      Event    cluster-NILV20501 cluster-NILV20501 1.0000 1.0000 1.0000
JC002YCXK example-run ENG      Event    cluster-NILV20502 cluster-NILV20502 1.0000 1.0000 1.0000
JC002YCXK example-run ENG      Relation cluster-NILR20494 cluster-NILR20494 1.0000 1.0000 1.0000
JC002YCXK example-run ENG      Relation cluster-NILR20495 cluster-NILR20495 1.0000 1.0000 1.0000
JC002YCXK example-run ENG      Relation cluster-NILR20496 cluster-NILR20496 1.0000 1.0000 1.0000
JC002YCXK example-run ENG      Relation cluster-NILR20497 cluster-NILR20497 1.0000 1.0000 1.0000
JC002YD6G example-run SPA      Event    cluster-NILV21445 cluster-NILV21445 1.0000 1.0000 1.0000
JC002YD6G example-run SPA      Event    cluster-NILV21447 cluster-NILV21447 1.0000 1.0000 1.0000
JC002YD6G example-run SPA      Relation cluster-NILR21445 cluster-NILR21445 1.0000 1.0000 1.0000
JC002YDCM example-run SPA      Event    cluster-NILV21465 cluster-NILV21465 1.0000 1.0000 1.0000
JC002YDCM example-run SPA      Event    cluster-NILV21466 cluster-NILV21466 1.0000 1.0000 1.0000
JC002YDCM example-run SPA      Event    cluster-NILV21467 cluster-NILV21467 1.0000 1.0000 1.0000
JC002YDCM example-run SPA      Event    cluster-NILV21468 cluster-NILV21468 1.0000 1.0000 1.0000
JC002YDCM example-run SPA      Event    cluster-NILV21469 cluster-NILV21469 1.0000 1.0000 1.0000
JC002YDCM example-run SPA      Event    cluster-NILV21470 cluster-NILV21470 1.0000 1.0000 1.0000
JC002YDCM example-run SPA      Event    cluster-NILV21471 cluster-NILV21471 1.0000 1.0000 1.0000
JC002YDCM example-run SPA      Event    cluster-NILV21472 cluster-NILV21472 1.0000 1.0000 1.0000
JC002YDCM example-run SPA      Relation cluster-NILR21486 cluster-NILR21486 1.0000 1.0000 1.0000
JC002YF02 example-run RUS      Event    cluster-NILV22455 cluster-NILV22455 1.0000 1.0000 1.0000
JC002YF02 example-run RUS      Event    cluster-NILV22456 cluster-NILV22456 1.0000 1.0000 1.0000
JC002YF02 example-run RUS      Event    cluster-NILV22457 cluster-NILV22457 1.0000 1.0000 1.0000
JC002YF02 example-run RUS      Event    cluster-NILV22458 cluster-NILV22458 1.0000 1.0000 1.0000
JC002YF02 example-run RUS      Event    cluster-NILV22459 cluster-NILV22459 1.0000 1.0000 1.0000
JC002YF02 example-run RUS      Event    cluster-NILV22460 cluster-NILV22460 1.0000 1.0000 1.0000
JC002YF02 example-run RUS      Event    cluster-NILV22461 cluster-NILV22461 1.0000 1.0000 1.0000
JC002YF02 example-run RUS      Relation cluster-NILR22455 cluster-NILR22455 1.0000 1.0000 1.0000
JC002YF02 example-run RUS      Relation cluster-NILR22456 cluster-NILR22456 1.0000 1.0000 1.0000
JC002YF02 example-run RUS      Relation cluster-NILR22457 cluster-NILR22457 1.0000 1.0000 1.0000
JC002YF02 example-run RUS      Relation cluster-NILR22458 cluster-NILR22458 1.0000 1.0000 1.0000
JC002YF02 example-run RUS      Relation cluster-NILR22459 cluster-NILR22459 1.0000 1.0000 1.0000
JC002YF1M example-run SPA      Event    cluster-NILV21630 cluster-NILV21630 1.0000 1.0000 1.0000
JC002YF1M example-run SPA      Event    cluster-NILV21631 cluster-NILV21631 1.0000 1.0000 1.0000
JC002YF1M example-run SPA      Event    cluster-NILV21633 cluster-NILV21633 1.0000 1.0000 1.0000
JC002YF1M example-run SPA      Event    cluster-NILV21634 cluster-NILV21634 1.0000 1.0000 1.0000
JC002YF1M example-run SPA      Event    cluster-NILV21635 cluster-NILV21635 1.0000 1.0000 1.0000
JC002YF1M example-run SPA      Event    cluster-NILV21636 cluster-NILV21636 1.0000 1.0000 1.0000
JC002YF1M example-run SPA      Event    cluster-NILV21637 cluster-NILV21637 1.0000 1.0000 1.0000
JC002YF1M example-run SPA      Event    cluster-NILV21639 cluster-NILV21639 1.0000 1.0000 1.0000
JC002YF1M example-run SPA      Event    cluster-NILV21640 cluster-NILV21640 1.0000 1.0000 1.0000
JC002YF1M example-run SPA      Event    cluster-NILV21641 cluster-NILV21641 1.0000 1.0000 1.0000
JC002YF1M example-run SPA      Event    cluster-NILV21642 cluster-NILV21642 1.0000 1.0000 1.0000
JC002YF1M example-run SPA      Event    cluster-NILV21643 cluster-NILV21643 1.0000 1.0000 1.0000
JC002YF1M example-run SPA      Event    cluster-NILV21644 cluster-NILV21644 1.0000 1.0000 1.0000
JC002YF1M example-run SPA      Event    cluster-NILV21645 cluster-NILV21645 1.0000 1.0000 1.0000
JC002YF1M example-run SPA      Event    cluster-NILV21646 cluster-NILV21646 1.0000 1.0000 1.0000
JC002YF1M example-run SPA      Event    cluster-NILV21648 cluster-NILV21648 1.0000 1.0000 1.0000
JC002YF1M example-run SPA      Relation cluster-NILR21620 cluster-NILR21620 1.0000 1.0000 1.0000
JC002YF1M example-run SPA      Relation cluster-NILR21621 cluster-NILR21621 1.0000 1.0000 1.0000
JC002YF1M example-run SPA      Relation cluster-NILR21622 cluster-NILR21622 1.0000 1.0000 1.0000
JC002YF1M example-run SPA      Relation cluster-NILR21623 cluster-NILR21623 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Event    cluster-NILV20540 cluster-NILV20540 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Event    cluster-NILV20541 cluster-NILV20541 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Event    cluster-NILV20542 cluster-NILV20542 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Event    cluster-NILV20543 cluster-NILV20543 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Event    cluster-NILV20546 cluster-NILV20546 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Event    cluster-NILV20547 cluster-NILV20547 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Event    cluster-NILV20548 cluster-NILV20548 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Event    cluster-NILV20549 cluster-NILV20549 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Event    cluster-NILV20550 cluster-NILV20550 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Event    cluster-NILV20551 cluster-NILV20551 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Event    cluster-NILV20552 cluster-NILV20552 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Event    cluster-NILV20553 cluster-NILV20553 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Event    cluster-NILV20554 cluster-NILV20554 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Event    cluster-NILV20555 cluster-NILV20555 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Event    cluster-NILV20557 cluster-NILV20557 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Event    cluster-NILV20558 cluster-NILV20558 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Event    cluster-NILV20559 cluster-NILV20559 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Event    cluster-NILV20560 cluster-NILV20560 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Event    cluster-NILV20562 cluster-NILV20562 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Event    cluster-NILV20563 cluster-NILV20563 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Relation cluster-NILR20540 cluster-NILR20540 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Relation cluster-NILR20541 cluster-NILR20541 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Relation cluster-NILR20542 cluster-NILR20542 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Relation cluster-NILR20543 cluster-NILR20543 1.0000 1.0000 1.0000
JC002YFXO example-run ENG      Relation cluster-NILR20544 cluster-NILR20544 1.0000 1.0000 1.0000
KC003A59I example-run ENG      Event    cluster-NILV20705 cluster-NILV20705 1.0000 1.0000 1.0000
KC003A59I example-run ENG      Event    cluster-NILV20706 cluster-NILV20706 1.0000 1.0000 1.0000
KC003A59I example-run ENG      Event    cluster-NILV20707 cluster-NILV20707 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Event    cluster-NILV20870 cluster-NILV20870 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Event    cluster-NILV20872 cluster-NILV20872 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Event    cluster-NILV20873 cluster-NILV20873 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Event    cluster-NILV20874 cluster-NILV20874 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Event    cluster-NILV20875 cluster-NILV20875 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Event    cluster-NILV20876 cluster-NILV20876 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Event    cluster-NILV20877 cluster-NILV20877 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Event    cluster-NILV20878 cluster-NILV20878 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Event    cluster-NILV20879 cluster-NILV20879 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Event    cluster-NILV20880 cluster-NILV20880 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Event    cluster-NILV20881 cluster-NILV20881 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Event    cluster-NILV20882 cluster-NILV20882 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Event    cluster-NILV20884 cluster-NILV20884 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Event    cluster-NILV20885 cluster-NILV20885 1.0000 1.0000 1.0000
KC003A6NA example-run ENG      Event    cluster-NILV20886 cluster-NILV20886 1.0000 1.0000 1.0000
