DocID     RunID       GoldClusterID     SystemClusterID     Prec Recall     F1
IC001VGO2 example-run cluster-NILV20388 cluster-NILV20388 1.0000 1.0000 1.0000
IC001VGO2 example-run cluster-NILV20389 cluster-NILV20389 1.0000 1.0000 1.0000
IC001VGO2 example-run cluster-NILV20390 cluster-NILV20390 1.0000 1.0000 1.0000
IC001VGO2 example-run cluster-NILV20391 cluster-NILV20391 1.0000 1.0000 1.0000
IC001VGO2 example-run cluster-NILV20392 cluster-NILV20392 1.0000 1.0000 1.0000
IC001VGO2 example-run cluster-NILV20393 cluster-NILV20393 1.0000 1.0000 1.0000
IC001VGO2 example-run cluster-NILV20394 cluster-NILV20394 1.0000 1.0000 1.0000
IC001VGO2 example-run cluster-NILV20395 cluster-NILV20395 1.0000 1.0000 1.0000
IC001VGO2 example-run cluster-NILV20396 cluster-NILV20396 1.0000 1.0000 1.0000
IC001VGO2 example-run cluster-NILV20397 cluster-NILV20397 1.0000 1.0000 1.0000
IC001VGO2 example-run cluster-NILV20398 cluster-NILV20398 1.0000 1.0000 1.0000
IC001VGO2 example-run cluster-NILV20399 cluster-NILV20399 1.0000 1.0000 1.0000
IC001VGO2 example-run cluster-NILV20400 cluster-NILV20400 1.0000 1.0000 1.0000
IC001VGO2 example-run cluster-NILV20401 cluster-NILV20401 1.0000 1.0000 1.0000
IC001VGO2 example-run cluster-NILV20402 cluster-NILV20402 1.0000 1.0000 1.0000
IC001VGO2 example-run cluster-NILV20403 cluster-NILV20403 1.0000 1.0000 1.0000
IC001VGO2 example-run cluster-NILV20404 cluster-NILV20404 1.0000 1.0000 1.0000
IC001VGO2 example-run cluster-NILV20405 cluster-NILV20405 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILE22385 cluster-NILE22385 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILE22386 cluster-NILE22386 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILE22387 cluster-NILE22387 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILE22388 cluster-NILE22388 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILE22389 cluster-NILE22389 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILE22390 cluster-NILE22390 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILE22391 cluster-NILE22391 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILE22392 cluster-NILE22392 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILE22393 cluster-NILE22393 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILE22394 cluster-NILE22394 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILE22395 cluster-NILE22395 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILE22396 cluster-NILE22396 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILE22397 cluster-NILE22397 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILE22398 cluster-NILE22398 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILE22400 cluster-NILE22400 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILR22385 cluster-NILR22385 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILR22386 cluster-NILR22386 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILR22387 cluster-NILR22387 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILR22388 cluster-NILR22388 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILR22389 cluster-NILR22389 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILR22390 cluster-NILR22390 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILR22391 cluster-NILR22391 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILV22385 cluster-NILV22385 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILV22386 cluster-NILV22386 1.0000 1.0000 1.0000
JC002YC48 example-run cluster-NILV22388 cluster-NILV22388 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20470 cluster-NILE20470 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20471 cluster-NILE20471 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20472 cluster-NILE20472 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20473 cluster-NILE20473 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20474 cluster-NILE20474 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20475 cluster-NILE20475 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20476 cluster-NILE20476 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20477 cluster-NILE20477 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20478 cluster-NILE20478 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20479 cluster-NILE20479 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20480 cluster-NILE20480 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20481 cluster-NILE20481 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20482 cluster-NILE20482 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20483 cluster-NILE20483 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20484 cluster-NILE20484 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20485 cluster-NILE20485 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20486 cluster-NILE20486 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20487 cluster-NILE20487 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20488 cluster-NILE20488 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20489 cluster-NILE20489 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20490 cluster-NILE20490 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20491 cluster-NILE20491 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20492 cluster-NILE20492 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20493 cluster-NILE20493 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20494 cluster-NILE20494 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20495 cluster-NILE20495 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20496 cluster-NILE20496 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20497 cluster-NILE20497 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20498 cluster-NILE20498 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20499 cluster-NILE20499 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20500 cluster-NILE20500 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20501 cluster-NILE20501 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20502 cluster-NILE20502 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20503 cluster-NILE20503 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20504 cluster-NILE20504 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20505 cluster-NILE20505 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20506 cluster-NILE20506 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20507 cluster-NILE20507 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20508 cluster-NILE20508 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILE20509 cluster-NILE20509 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILR20494 cluster-NILR20494 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILR20495 cluster-NILR20495 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILR20496 cluster-NILR20496 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILV20494 cluster-NILV20494 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILV20495 cluster-NILV20495 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILV20496 cluster-NILV20496 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILV20497 cluster-NILV20497 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILV20499 cluster-NILV20499 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILV20500 cluster-NILV20500 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILV20501 cluster-NILV20501 1.0000 1.0000 1.0000
JC002YCXK example-run cluster-NILV20502 cluster-NILV20502 1.0000 1.0000 1.0000
JC002YD6G example-run cluster-NILE21445 cluster-NILE21445 1.0000 1.0000 1.0000
JC002YD6G example-run cluster-NILE21446 cluster-NILE21446 1.0000 1.0000 1.0000
JC002YD6G example-run cluster-NILE21447 cluster-NILE21447 1.0000 1.0000 1.0000
JC002YD6G example-run cluster-NILE21448 cluster-NILE21448 1.0000 1.0000 1.0000
JC002YD6G example-run cluster-NILE21449 cluster-NILE21449 1.0000 1.0000 1.0000
JC002YD6G example-run cluster-NILE21450 cluster-NILE21450 1.0000 1.0000 1.0000
JC002YD6G example-run cluster-NILE21451 cluster-NILE21451 1.0000 1.0000 1.0000
JC002YD6G example-run cluster-NILE21452 cluster-NILE21452 1.0000 1.0000 1.0000
JC002YD6G example-run cluster-NILE21453 cluster-NILE21453 1.0000 1.0000 1.0000
JC002YD6G example-run cluster-NILE21454 cluster-NILE21454 1.0000 1.0000 1.0000
JC002YD6G example-run cluster-NILE21455 cluster-NILE21455 1.0000 1.0000 1.0000
JC002YD6G example-run cluster-NILE21456 cluster-NILE21456 1.0000 1.0000 1.0000
JC002YD6G example-run cluster-NILE21457 cluster-NILE21457 1.0000 1.0000 1.0000
JC002YD6G example-run cluster-NILE21458 cluster-NILE21458 1.0000 1.0000 1.0000
JC002YD6G example-run cluster-NILE21459 cluster-NILE21459 1.0000 1.0000 1.0000
JC002YD6G example-run cluster-NILE21460 cluster-NILE21460 1.0000 1.0000 1.0000
JC002YD6G example-run cluster-NILE21461 cluster-NILE21461 1.0000 1.0000 1.0000
JC002YD6G example-run cluster-NILE21462 cluster-NILE21462 1.0000 1.0000 1.0000
JC002YD6G example-run cluster-NILR21445 cluster-NILR21445 1.0000 1.0000 1.0000
JC002YD6G example-run cluster-NILV21445 cluster-NILV21445 1.0000 1.0000 1.0000
JC002YD6G example-run cluster-NILV21446 cluster-NILV21446 1.0000 1.0000 1.0000
JC002YD6G example-run cluster-NILV21447 cluster-NILV21447 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22455 cluster-NILE22455 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22456 cluster-NILE22456 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22457 cluster-NILE22457 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22458 cluster-NILE22458 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22459 cluster-NILE22459 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22460 cluster-NILE22460 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22461 cluster-NILE22461 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22462 cluster-NILE22462 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22463 cluster-NILE22463 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22464 cluster-NILE22464 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22465 cluster-NILE22465 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22466 cluster-NILE22466 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22467 cluster-NILE22467 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22468 cluster-NILE22468 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22469 cluster-NILE22469 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22470 cluster-NILE22470 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22471 cluster-NILE22471 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22472 cluster-NILE22472 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22473 cluster-NILE22473 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22474 cluster-NILE22474 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22475 cluster-NILE22475 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22476 cluster-NILE22476 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22477 cluster-NILE22477 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22478 cluster-NILE22478 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22479 cluster-NILE22479 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22480 cluster-NILE22480 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILE22481 cluster-NILE22481 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILR22455 cluster-NILR22455 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILR22456 cluster-NILR22456 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILR22457 cluster-NILR22457 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILR22458 cluster-NILR22458 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILR22459 cluster-NILR22459 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILV22455 cluster-NILV22455 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILV22456 cluster-NILV22456 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILV22457 cluster-NILV22457 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILV22458 cluster-NILV22458 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILV22459 cluster-NILV22459 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILV22460 cluster-NILV22460 1.0000 1.0000 1.0000
JC002YF02 example-run cluster-NILV22461 cluster-NILV22461 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILE20705 cluster-NILE20705 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILE20706 cluster-NILE20706 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILE20707 cluster-NILE20707 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILE20708 cluster-NILE20708 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILE20709 cluster-NILE20709 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILE20710 cluster-NILE20710 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILE20711 cluster-NILE20711 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILE20712 cluster-NILE20712 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILE20713 cluster-NILE20713 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILE20714 cluster-NILE20714 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILE20715 cluster-NILE20715 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILE20716 cluster-NILE20716 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILE20717 cluster-NILE20717 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILE20718 cluster-NILE20718 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILE20719 cluster-NILE20719 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILE20720 cluster-NILE20720 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILE20721 cluster-NILE20721 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILE20722 cluster-NILE20722 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILE20723 cluster-NILE20723 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILE20724 cluster-NILE20724 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILV20705 cluster-NILV20705 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILV20706 cluster-NILV20706 1.0000 1.0000 1.0000
KC003A59I example-run cluster-NILV20707 cluster-NILV20707 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20830 cluster-NILE20830 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20831 cluster-NILE20831 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20832 cluster-NILE20832 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20833 cluster-NILE20833 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20834 cluster-NILE20834 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20835 cluster-NILE20835 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20836 cluster-NILE20836 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20837 cluster-NILE20837 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20838 cluster-NILE20838 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20839 cluster-NILE20839 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20840 cluster-NILE20840 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20841 cluster-NILE20841 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20842 cluster-NILE20842 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20843 cluster-NILE20843 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20844 cluster-NILE20844 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20845 cluster-NILE20845 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20846 cluster-NILE20846 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20847 cluster-NILE20847 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20848 cluster-NILE20848 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20849 cluster-NILE20849 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20850 cluster-NILE20850 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20851 cluster-NILE20851 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20852 cluster-NILE20852 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20853 cluster-NILE20853 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20854 cluster-NILE20854 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20855 cluster-NILE20855 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20856 cluster-NILE20856 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20857 cluster-NILE20857 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20858 cluster-NILE20858 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20859 cluster-NILE20859 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20860 cluster-NILE20860 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20861 cluster-NILE20861 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20862 cluster-NILE20862 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20863 cluster-NILE20863 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20864 cluster-NILE20864 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20865 cluster-NILE20865 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20866 cluster-NILE20866 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20867 cluster-NILE20867 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20868 cluster-NILE20868 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20869 cluster-NILE20869 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20870 cluster-NILE20870 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20871 cluster-NILE20871 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20872 cluster-NILE20872 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20873 cluster-NILE20873 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20874 cluster-NILE20874 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20875 cluster-NILE20875 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20876 cluster-NILE20876 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20877 cluster-NILE20877 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20878 cluster-NILE20878 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20879 cluster-NILE20879 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20880 cluster-NILE20880 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20881 cluster-NILE20881 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20882 cluster-NILE20882 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20883 cluster-NILE20883 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20884 cluster-NILE20884 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20885 cluster-NILE20885 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILE20886 cluster-NILE20886 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILR20870 cluster-NILR20870 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILR20871 cluster-NILR20871 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILR20872 cluster-NILR20872 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILR20873 cluster-NILR20873 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILR20875 cluster-NILR20875 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILR20877 cluster-NILR20877 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILR20878 cluster-NILR20878 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILV20870 cluster-NILV20870 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILV20871 cluster-NILV20871 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILV20872 cluster-NILV20872 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILV20873 cluster-NILV20873 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILV20874 cluster-NILV20874 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILV20875 cluster-NILV20875 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILV20876 cluster-NILV20876 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILV20877 cluster-NILV20877 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILV20878 cluster-NILV20878 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILV20879 cluster-NILV20879 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILV20880 cluster-NILV20880 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILV20881 cluster-NILV20881 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILV20882 cluster-NILV20882 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILV20883 cluster-NILV20883 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILV20884 cluster-NILV20884 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILV20885 cluster-NILV20885 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILV20886 cluster-NILV20886 1.0000 1.0000 1.0000
KC003A6NA example-run cluster-NILV20888 cluster-NILV20888 1.0000 1.0000 1.0000
KC003A7RG example-run cluster-NILE21835 cluster-NILE21835 1.0000 1.0000 1.0000
KC003A7RG example-run cluster-NILE21836 cluster-NILE21836 1.0000 1.0000 1.0000
KC003A7RG example-run cluster-NILE21837 cluster-NILE21837 1.0000 1.0000 1.0000
KC003A7RG example-run cluster-NILE21838 cluster-NILE21838 1.0000 1.0000 1.0000
KC003A7RG example-run cluster-NILE21839 cluster-NILE21839 1.0000 1.0000 1.0000
KC003A7RG example-run cluster-NILE21840 cluster-NILE21840 1.0000 1.0000 1.0000
KC003A7RG example-run cluster-NILE21841 cluster-NILE21841 1.0000 1.0000 1.0000
KC003A7RG example-run cluster-NILE21842 cluster-NILE21842 1.0000 1.0000 1.0000
KC003A7RG example-run cluster-NILE21843 cluster-NILE21843 1.0000 1.0000 1.0000
KC003A7RG example-run cluster-NILE21844 cluster-NILE21844 1.0000 1.0000 1.0000
KC003A7RG example-run cluster-NILE21845 cluster-NILE21845 1.0000 1.0000 1.0000
KC003A7RG example-run cluster-NILR21835 cluster-NILR21835 1.0000 1.0000 1.0000
KC003A7RG example-run cluster-NILR21836 cluster-NILR21836 1.0000 1.0000 1.0000
KC003A7RG example-run cluster-NILR21837 cluster-NILR21837 1.0000 1.0000 1.0000
KC003A7RG example-run cluster-NILV21835 cluster-NILV21835 1.0000 1.0000 1.0000
KC003A7RG example-run cluster-NILV21836 cluster-NILV21836 1.0000 1.0000 1.0000
Summary   example-run                                                   1.0000
