slot_type_code	slot_type
evt100arg04origin	Movement.TransportArtifact_Origin
evt101arg04origin	Movement.TransportArtifact.BringCarryUnload_Origin
evt102arg04origin	Movement.TransportArtifact.DisperseSeparate_Origin
evt104arg04destination	Movement.TransportArtifact.GrantEntry_Destination
evt105arg04vehicle	Movement.TransportArtifact.Hide_Vehicle
evt106arg04origin	Movement.TransportArtifact.NonviolentThrowLaunch_Origin
evt107arg04origin	Movement.TransportArtifact.PreventEntry_Origin
evt108arg04origin	Movement.TransportArtifact.PreventExit_Origin
evt109arg04origin	Movement.TransportArtifact.ReceiveImport_Origin
evt110arg04origin	Movement.TransportArtifact.SendSupplyExport_Origin
evt111arg04origin	Movement.TransportArtifact.SmuggleExtract_Origin
evt112arg04origin	Movement.TransportPerson_Origin
evt113arg04origin	Movement.TransportPerson.BringCarryUnload_Origin
evt114arg04origin	Movement.TransportPerson.DisperseSeparate_Origin
evt115arg04origin	Movement.TransportPerson.EvacuationRescue_Origin
evt117arg04origin	Movement.TransportPerson.GrantEntryAsylum_Origin
evt118arg04vehicle	Movement.TransportPerson.Hide_Vehicle
evt119arg04origin	Movement.TransportPerson.PreventEntry_Origin
evt120arg04origin	Movement.TransportPerson.PreventExit_Origin
evt121arg04destination	Movement.TransportPerson.SelfMotion_Destination
evt122arg04origin	Movement.TransportPerson.SmuggleExtract_Origin
evt130arg04place	Transaction.Transaction_Place
evt131arg04artifactmoney	Transaction.Transaction.EmbargoSanction_ArtifactMoney
evt132arg04place	Transaction.Transaction.GiftGrantProvideAid_Place
evt133arg04money	Transaction.TransferMoney_Money
evt134arg04money	Transaction.TransferMoney.BorrowLend_Money
evt135arg04money	Transaction.TransferMoney.EmbargoSanction_Money
evt136arg04money	Transaction.TransferMoney.GiftGrantProvideAid_Money
evt137arg04money	Transaction.TransferMoney.PayForService_Money
evt138arg04money	Transaction.TransferMoney.Purchase_Money
evt139arg04artifact	Transaction.TransferOwnership_Artifact
evt140arg04artifact	Transaction.TransferOwnership.BorrowLend_Artifact
evt141arg04artifact	Transaction.TransferOwnership.EmbargoSanction_Artifact
evt142arg04artifact	Transaction.TransferOwnership.GiftGrantProvideAid_Artifact
evt143arg04artifact	Transaction.TransferOwnership.Purchase_Artifact
evt144arg04territoryorfacility	Transaction.Transaction.TransferControl_TerritoryOrFacility
evt014arg05artifact	Conflict.Attack.StealRobHijack_Artifact
evt071arg05place	Government.Vote_Place
evt072arg05place	Government.Vote.CastVote_Place
evt073arg05place	Government.Vote.ViolationsPreventVote_Place
evt080arg05place	Justice.InitiateJudicialProcess_Place
evt081arg05place	Justice.InitiateJudicialProcess.ChargeIndict_Place
evt082arg05place	Justice.InitiateJudicialProcess.TrialHearing_Place
evt088arg05destination	Justice.JudicialConsequences.Extradite_Destination
evt100arg05destination	Movement.TransportArtifact_Destination
evt101arg05destination	Movement.TransportArtifact.BringCarryUnload_Destination
evt102arg05destination	Movement.TransportArtifact.DisperseSeparate_Destination
evt105arg05origin	Movement.TransportArtifact.Hide_Origin
evt106arg05destination	Movement.TransportArtifact.NonviolentThrowLaunch_Destination
evt107arg05destination	Movement.TransportArtifact.PreventEntry_Destination
evt108arg05destination	Movement.TransportArtifact.PreventExit_Destination
evt109arg05destination	Movement.TransportArtifact.ReceiveImport_Destination
evt110arg05destination	Movement.TransportArtifact.SendSupplyExport_Destination
evt111arg05destination	Movement.TransportArtifact.SmuggleExtract_Destination
evt112arg05destination	Movement.TransportPerson_Destination
evt113arg05destination	Movement.TransportPerson.BringCarryUnload_Destination
evt114arg05destination	Movement.TransportPerson.DisperseSeparate_Destination
evt115arg05destination	Movement.TransportPerson.EvacuationRescue_Destination
evt117arg05destination	Movement.TransportPerson.GrantEntryAsylum_Destination
evt118arg05origin	Movement.TransportPerson.Hide_Origin
evt119arg05destination	Movement.TransportPerson.PreventEntry_Destination
evt120arg05destination	Movement.TransportPerson.PreventExit_Destination
evt122arg05destination	Movement.TransportPerson.SmuggleExtract_Destination
evt131arg05place	Transaction.Transaction.EmbargoSanction_Place
evt133arg05place	Transaction.TransferMoney_Place
evt134arg05place	Transaction.TransferMoney.BorrowLend_Place
evt135arg05place	Transaction.TransferMoney.EmbargoSanction_Place
evt136arg05place	Transaction.TransferMoney.GiftGrantProvideAid_Place
evt137arg05place	Transaction.TransferMoney.PayForService_Place
evt138arg05place	Transaction.TransferMoney.Purchase_Place
evt139arg05place	Transaction.TransferOwnership_Place
evt140arg05place	Transaction.TransferOwnership.BorrowLend_Place
evt141arg05place	Transaction.TransferOwnership.EmbargoSanction_Place
evt142arg05place	Transaction.TransferOwnership.GiftGrantProvideAid_Place
evt143arg05place	Transaction.TransferOwnership.Purchase_Place
evt144arg05place	Transaction.Transaction.TransferControl_Place
rel002arg01holder	Evaluate.Deliberateness.Accidental_Holder
rel003arg01holder	Evaluate.Deliberateness.Deliberate_Holder
rel005arg01holder	Evaluate.Legitimacy.Illegitimate_Holder
rel006arg01holder	Evaluate.Legitimacy.Legitimate_Holder
rel008arg01holder	Evaluate.Sentiment.Negative_Holder
rel009arg01holder	Evaluate.Sentiment.Positive_Holder
rel010arg01artifact	GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation_Artifact
rel011arg01territory	GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.ControlTerritory_Territory
rel012arg01artifact	GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.NationalityCitizen_Artifact
rel013arg01artifact	GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Artifact
rel014arg01person	GeneralAffiliation.MemberOriginReligionEthnicity_Person
rel015arg01person	GeneralAffiliation.MemberOriginReligionEthnicity.Ethnicity_Person
rel016arg01citizen	GeneralAffiliation.MemberOriginReligionEthnicity.NationalityCitizen_Citizen
rel017arg01organization	GeneralAffiliation.OrganizationPoliticalReligiousAffiliation_Organization
rel018arg01organization	GeneralAffiliation.OrganizationPoliticalReligiousAffiliation.NationalityCitizen_Organization
rel020arg01organization	GeneralAffiliation.OrganizationWebsite.OrganizationWebsite_Organization
rel021arg01actororevent	GeneralAffiliation.Sponsorship_ActorOrEvent
rel022arg01actororevent	GeneralAffiliation.Sponsorship.AdvisePlanOrganize_ActorOrEvent
rel023arg01actororevent	GeneralAffiliation.Sponsorship.Affiliated_ActorOrEvent
rel024arg01actororevent	GeneralAffiliation.Sponsorship.HelpSupport_ActorOrEvent
rel026arg01entityorfiller	Information.Color.Color_EntityOrFiller
rel028arg01entityorfiller	Information.Make.Make_EntityOrFiller
rel029arg01measurement	Measurement.Size_Measurement
rel030arg01measurement	Measurement.Size.Count_Measurement
rel031arg01measurement	Measurement.Size.HeightLengthWidth_Measurement
rel032arg01measurement	Measurement.Size.Percentage_Measurement
rel033arg01measurement	Measurement.Size.Weight_Measurement
rel034arg01employeemember	OrganizationAffiliation.EmploymentMembership_EmployeeMember
rel035arg01employee	OrganizationAffiliation.EmploymentMembership.Employment_Employee
rel036arg01member	OrganizationAffiliation.EmploymentMembership.Membership_Member
rel038arg01founder	OrganizationAffiliation.Founder.Founder_Founder
rel039arg01leader	OrganizationAffiliation.Leadership_Leader
rel040arg01leader	OrganizationAffiliation.Leadership.Government_Leader
rel041arg01leader	OrganizationAffiliation.Leadership.HeadOfState_Leader
rel042arg01leader	OrganizationAffiliation.Leadership.MilitaryPolice_Leader
rel043arg01subsidiary	PartWhole.Subsidiary_Subsidiary
rel044arg01subsidiary	PartWhole.Subsidiary.NationalityCitizen_Subsidiary
rel045arg01subsidiary	PartWhole.Subsidiary.OrganizationSubsidiary_Subsidiary
rel046arg01person	PersonalSocial.Role_Person
rel047arg01person	PersonalSocial.Role.ProfessionalRole_Person
rel048arg01person	PersonalSocial.Role.TitleFormOfAddress_Person
rel049arg01person	PersonalSocial.Unspecified_Person
rel050arg01person	PersonalSocial.Unspecified.Political_Person
rel051arg01entityorfiller	Physical.LocatedNear_EntityOrFiller
rel053arg01place	Physical.LocatedNear.Surround_Place
rel055arg01organization	Physical.OrganizationHeadquarters.OrganizationHeadquarters_Organization
rel057arg01resident	Physical.Resident.Resident_Resident
rel059arg01entityresponsible	ResponsibilityBlame.AssignBlame.AssignBlame_EntityResponsible
rel061arg01entityresponsible	ResponsibilityBlame.ClaimResponsibility.ClaimResponsibility_EntityResponsible
rel002arg02event	Evaluate.Deliberateness.Accidental_Event
rel003arg02event	Evaluate.Deliberateness.Deliberate_Event
rel005arg02event	Evaluate.Legitimacy.Illegitimate_Event
rel006arg02event	Evaluate.Legitimacy.Legitimate_Event
rel008arg02sentimenttarget	Evaluate.Sentiment.Negative_SentimentTarget
rel009arg02sentimenttarget	Evaluate.Sentiment.Positive_SentimentTarget
rel010arg02entityorfiller	GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation_EntityOrFiller
rel011arg02controller	GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.ControlTerritory_Controller
rel012arg02nationality	GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.NationalityCitizen_Nationality
rel013arg02owner	GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner
rel014arg02entityorfiller	GeneralAffiliation.MemberOriginReligionEthnicity_EntityOrFiller
rel015arg02ethnicity	GeneralAffiliation.MemberOriginReligionEthnicity.Ethnicity_Ethnicity
rel016arg02nationality	GeneralAffiliation.MemberOriginReligionEthnicity.NationalityCitizen_Nationality
rel017arg02entityorfiller	GeneralAffiliation.OrganizationPoliticalReligiousAffiliation_EntityOrFiller
rel018arg02nationality	GeneralAffiliation.OrganizationPoliticalReligiousAffiliation.NationalityCitizen_Nationality
rel020arg02website	GeneralAffiliation.OrganizationWebsite.OrganizationWebsite_Website
rel021arg02sponsor	GeneralAffiliation.Sponsorship_Sponsor
rel022arg02sponsor	GeneralAffiliation.Sponsorship.AdvisePlanOrganize_Sponsor
rel023arg02sponsor	GeneralAffiliation.Sponsorship.Affiliated_Sponsor
rel024arg02sponsor	GeneralAffiliation.Sponsorship.HelpSupport_Sponsor
rel026arg02color	Information.Color.Color_Color
rel028arg02brand	Information.Make.Make_Brand
rel029arg02entityorfiller	Measurement.Size_EntityOrFiller
rel030arg02entityorfiller	Measurement.Size.Count_EntityOrFiller
rel031arg02entityorfiller	Measurement.Size.HeightLengthWidth_EntityOrFiller
rel032arg02entityorfiller	Measurement.Size.Percentage_EntityOrFiller
rel033arg02entityorfiller	Measurement.Size.Weight_EntityOrFiller
rel034arg02placeofemploymentmembership	OrganizationAffiliation.EmploymentMembership_PlaceOfEmploymentMembership
rel035arg02placeofemployment	OrganizationAffiliation.EmploymentMembership.Employment_PlaceOfEmployment
rel036arg02placeofmembership	OrganizationAffiliation.EmploymentMembership.Membership_PlaceOfMembership
rel038arg02organization	OrganizationAffiliation.Founder.Founder_Organization
rel039arg02organization	OrganizationAffiliation.Leadership_Organization
rel040arg02governmentbodyorgpe	OrganizationAffiliation.Leadership.Government_GovernmentBodyOrGPE
rel041arg02country	OrganizationAffiliation.Leadership.HeadOfState_Country
rel042arg02militarypoliceorg	OrganizationAffiliation.Leadership.MilitaryPolice_MilitaryPoliceORG
rel043arg02parent	PartWhole.Subsidiary_Parent
rel044arg02parent	PartWhole.Subsidiary.NationalityCitizen_Parent
rel045arg02parent	PartWhole.Subsidiary.OrganizationSubsidiary_Parent
rel046arg02role	PersonalSocial.Role_Role
rel047arg02jobrole	PersonalSocial.Role.ProfessionalRole_JobRole
rel048arg02title	PersonalSocial.Role.TitleFormOfAddress_Title
rel049arg02person	PersonalSocial.Unspecified_Person
rel050arg02person	PersonalSocial.Unspecified.Political_Person
rel051arg02place	Physical.LocatedNear_Place
rel053arg02entityorfiller	Physical.LocatedNear.Surround_EntityOrFiller
rel055arg02place	Physical.OrganizationHeadquarters.OrganizationHeadquarters_Place
rel057arg02place	Physical.Resident.Resident_Place
rel059arg02event	ResponsibilityBlame.AssignBlame.AssignBlame_Event
rel061arg02event	ResponsibilityBlame.ClaimResponsibility.ClaimResponsibility_Event
