metatype	system_or_gold	cluster1	cluster2	similarity
Entity	system	cluster-NILE20709	cluster-NILE20724	0
Entity	system	cluster-NILE20710	cluster-NILE20705	0
Entity	system	cluster-NILE20710	cluster-NILE20706	0
Entity	system	cluster-NILE20710	cluster-NILE20707	0
Entity	system	cluster-NILE20710	cluster-NILE20708	0
Entity	system	cluster-NILE20710	cluster-NILE20709	0
Entity	system	cluster-NILE20710	cluster-NILE20710	2
Entity	system	cluster-NILE20710	cluster-NILE20711	0
Entity	system	cluster-NILE20710	cluster-NILE20712	0
Entity	system	cluster-NILE20710	cluster-NILE20713	0
Entity	system	cluster-NILE20710	cluster-NILE20714	0
Entity	system	cluster-NILE20710	cluster-NILE20715	0
Entity	system	cluster-NILE20710	cluster-NILE20716	0
Entity	system	cluster-NILE20710	cluster-NILE20717	0
Entity	system	cluster-NILE20710	cluster-NILE20718	0
Entity	system	cluster-NILE20710	cluster-NILE20719	0
Entity	system	cluster-NILE20710	cluster-NILE20720	0
Entity	system	cluster-NILE20710	cluster-NILE20721	0
Entity	system	cluster-NILE20710	cluster-NILE20722	0
Entity	system	cluster-NILE20710	cluster-NILE20723	0
Entity	system	cluster-NILE20710	cluster-NILE20724	0
Entity	system	cluster-NILE20711	cluster-NILE20705	0
Entity	system	cluster-NILE20711	cluster-NILE20706	0
Entity	system	cluster-NILE20711	cluster-NILE20707	0
Entity	system	cluster-NILE20711	cluster-NILE20708	0
Entity	system	cluster-NILE20711	cluster-NILE20709	0
Entity	system	cluster-NILE20711	cluster-NILE20710	0
Entity	system	cluster-NILE20711	cluster-NILE20711	1
Entity	system	cluster-NILE20711	cluster-NILE20712	0
Entity	system	cluster-NILE20711	cluster-NILE20713	0
Entity	system	cluster-NILE20711	cluster-NILE20714	0
Entity	system	cluster-NILE20711	cluster-NILE20715	0
Entity	system	cluster-NILE20711	cluster-NILE20716	0
Entity	system	cluster-NILE20711	cluster-NILE20717	0
Entity	system	cluster-NILE20711	cluster-NILE20718	0
Entity	system	cluster-NILE20711	cluster-NILE20719	0
Entity	system	cluster-NILE20711	cluster-NILE20720	0
Entity	system	cluster-NILE20711	cluster-NILE20721	0
Entity	system	cluster-NILE20711	cluster-NILE20722	0
Entity	system	cluster-NILE20711	cluster-NILE20723	0
Entity	system	cluster-NILE20711	cluster-NILE20724	0
Entity	system	cluster-NILE20712	cluster-NILE20705	0
Entity	system	cluster-NILE20712	cluster-NILE20706	0
Entity	system	cluster-NILE20712	cluster-NILE20707	0
Entity	system	cluster-NILE20712	cluster-NILE20708	0
Entity	system	cluster-NILE20712	cluster-NILE20709	0
Entity	system	cluster-NILE20712	cluster-NILE20710	0
Entity	system	cluster-NILE20712	cluster-NILE20711	0
Entity	system	cluster-NILE20712	cluster-NILE20712	10
Entity	system	cluster-NILE20712	cluster-NILE20713	0
Entity	system	cluster-NILE20712	cluster-NILE20714	0
Entity	system	cluster-NILE20712	cluster-NILE20715	0
Entity	system	cluster-NILE20712	cluster-NILE20716	0
Entity	system	cluster-NILE20712	cluster-NILE20717	0
Entity	system	cluster-NILE20712	cluster-NILE20718	0
Entity	system	cluster-NILE20712	cluster-NILE20719	0
Entity	system	cluster-NILE20712	cluster-NILE20720	0
Entity	system	cluster-NILE20712	cluster-NILE20721	0
Entity	system	cluster-NILE20712	cluster-NILE20722	0
Entity	system	cluster-NILE20712	cluster-NILE20723	0
Entity	system	cluster-NILE20712	cluster-NILE20724	0
Entity	system	cluster-NILE20713	cluster-NILE20705	0
Entity	system	cluster-NILE20713	cluster-NILE20706	0
Entity	system	cluster-NILE20713	cluster-NILE20707	0
Entity	system	cluster-NILE20713	cluster-NILE20708	0
Entity	system	cluster-NILE20713	cluster-NILE20709	0
Entity	system	cluster-NILE20713	cluster-NILE20710	0
Entity	system	cluster-NILE20713	cluster-NILE20711	0
Entity	system	cluster-NILE20713	cluster-NILE20712	0
Entity	system	cluster-NILE20713	cluster-NILE20713	1
Entity	system	cluster-NILE20713	cluster-NILE20714	0
Entity	system	cluster-NILE20713	cluster-NILE20715	0
Entity	system	cluster-NILE20713	cluster-NILE20716	0
Entity	system	cluster-NILE20713	cluster-NILE20717	0
Entity	system	cluster-NILE20713	cluster-NILE20718	0
Entity	system	cluster-NILE20713	cluster-NILE20719	0
Entity	system	cluster-NILE20713	cluster-NILE20720	0
Entity	system	cluster-NILE20713	cluster-NILE20721	0
Entity	system	cluster-NILE20713	cluster-NILE20722	0
Entity	system	cluster-NILE20713	cluster-NILE20723	0
Entity	system	cluster-NILE20713	cluster-NILE20724	0
Entity	system	cluster-NILE20714	cluster-NILE20705	0
Entity	system	cluster-NILE20714	cluster-NILE20706	0
Entity	system	cluster-NILE20714	cluster-NILE20707	0
Entity	system	cluster-NILE20714	cluster-NILE20708	0
Entity	system	cluster-NILE20714	cluster-NILE20709	0
Entity	system	cluster-NILE20714	cluster-NILE20710	0
Entity	system	cluster-NILE20714	cluster-NILE20711	0
Entity	system	cluster-NILE20714	cluster-NILE20712	0
Entity	system	cluster-NILE20714	cluster-NILE20713	0
Entity	system	cluster-NILE20714	cluster-NILE20714	3
Entity	system	cluster-NILE20714	cluster-NILE20715	0
Entity	system	cluster-NILE20714	cluster-NILE20716	0
Entity	system	cluster-NILE20714	cluster-NILE20717	0
Entity	system	cluster-NILE20714	cluster-NILE20718	0
Entity	system	cluster-NILE20714	cluster-NILE20719	0
Entity	system	cluster-NILE20714	cluster-NILE20720	0
Entity	system	cluster-NILE20714	cluster-NILE20721	0
Entity	system	cluster-NILE20714	cluster-NILE20722	0
Entity	system	cluster-NILE20714	cluster-NILE20723	0
Entity	system	cluster-NILE20714	cluster-NILE20724	0
Entity	system	cluster-NILE20715	cluster-NILE20705	0
Entity	system	cluster-NILE20715	cluster-NILE20706	0
Entity	system	cluster-NILE20715	cluster-NILE20707	0
Entity	system	cluster-NILE20715	cluster-NILE20708	0
Entity	system	cluster-NILE20715	cluster-NILE20709	0
Entity	system	cluster-NILE20715	cluster-NILE20710	0
Entity	system	cluster-NILE20715	cluster-NILE20711	0
Entity	system	cluster-NILE20715	cluster-NILE20712	0
Entity	system	cluster-NILE20715	cluster-NILE20713	0
Entity	system	cluster-NILE20715	cluster-NILE20714	0
Entity	system	cluster-NILE20715	cluster-NILE20715	3
Entity	system	cluster-NILE20715	cluster-NILE20716	0
Entity	system	cluster-NILE20715	cluster-NILE20717	0
Entity	system	cluster-NILE20715	cluster-NILE20718	0
Entity	system	cluster-NILE20715	cluster-NILE20719	0
Entity	system	cluster-NILE20715	cluster-NILE20720	0
Entity	system	cluster-NILE20715	cluster-NILE20721	0
Entity	system	cluster-NILE20715	cluster-NILE20722	0
Entity	system	cluster-NILE20715	cluster-NILE20723	0
Entity	system	cluster-NILE20715	cluster-NILE20724	0
Entity	system	cluster-NILE20716	cluster-NILE20705	0
Entity	system	cluster-NILE20716	cluster-NILE20706	0
Entity	system	cluster-NILE20716	cluster-NILE20707	0
Entity	system	cluster-NILE20716	cluster-NILE20708	0
Entity	system	cluster-NILE20716	cluster-NILE20709	0
Entity	system	cluster-NILE20716	cluster-NILE20710	0
Entity	system	cluster-NILE20716	cluster-NILE20711	0
Entity	system	cluster-NILE20716	cluster-NILE20712	0
Entity	system	cluster-NILE20716	cluster-NILE20713	0
Entity	system	cluster-NILE20716	cluster-NILE20714	0
Entity	system	cluster-NILE20716	cluster-NILE20715	0
Entity	system	cluster-NILE20716	cluster-NILE20716	5
Entity	system	cluster-NILE20716	cluster-NILE20717	0
Entity	system	cluster-NILE20716	cluster-NILE20718	0
Entity	system	cluster-NILE20716	cluster-NILE20719	0
Entity	system	cluster-NILE20716	cluster-NILE20720	0
Entity	system	cluster-NILE20716	cluster-NILE20721	0
Entity	system	cluster-NILE20716	cluster-NILE20722	0
Entity	system	cluster-NILE20716	cluster-NILE20723	0
